lemma_,count,pos,lemma,freq,number_of_meanings,pos_fr,etymology,age
pandémie@NOUN,765,NOUN,pandémie,1.4569917490595342e-06,1.0,substantif,1752.0,268.0
fourgonnette@NOUN,293,NOUN,fourgonnette,5.580373627116908e-07,1.0,substantif,1949.0,71.0
ambulance@NOUN,2454,NOUN,ambulance,4.673800983257643e-06,4.0,substantif,1752.0,268.0
lithium@NOUN,1502,NOUN,lithium,2.860655695539112e-06,2.0,substantif,1824.0,196.0
maori@ADJ,183,ADJ,maori,3.4853528114757485e-07,2.0,adjectif,1842.0,178.0
illimité@ADJ,825,ADJ,illimité,1.5712656117308702e-06,2.0,adjectif,1611.0,409.0
carcéral@ADJ,1003,ADJ,carcéral,1.910278070989167e-06,2.0,adjectif,1959.0,61.0
émetteur@ADJ,811,ADJ,émetteur,1.5446017104408917e-06,4.0,adjectif,1792.0,228.0
fatidique@ADJ,294,ADJ,fatidique,5.599419270895465e-07,1.0,adjectif,1550.0,470.0
patrouiller@VERB,1239,VERB,patrouiller,2.3597552641630888e-06,2.0,verbe,1553.0,467.0
alizé@NOUN,249,NOUN,alizé,4.7423653008604447e-07,2.0,substantif,1573.0,447.0
nitrate@NOUN,816,NOUN,nitrate,1.5541245323301698e-06,6.0,substantif,1787.0,233.0
mâture@NOUN,306,NOUN,mâture,5.827966996238137e-07,4.0,substantif,1638.0,382.0
corallien@ADJ,1357,ADJ,corallien,2.5844938607500495e-06,1.0,adjectif,1866.0,154.0
caréner@VERB,436,VERB,caréner,8.303900687450417e-07,1.0,verbe,1643.0,377.0
atoll@NOUN,2938,NOUN,atoll,5.595610142139754e-06,1.0,substantif,1611.0,409.0
goélette@NOUN,1166,NOUN,goélette,2.22072206457963e-06,1.0,substantif,1740.0,280.0
sextant@NOUN,153,NOUN,sextant,2.9139834981190683e-07,2.0,substantif,1547.0,473.0
improviser@VERB,2800,VERB,improviser,5.332780257995681e-06,3.0,verbe,1642.0,378.0
yacht@NOUN,1346,NOUN,yacht,2.563543652593638e-06,1.0,substantif,1528.0,492.0
orne@NOUN,2051,NOUN,orne,3.906261538981836e-06,4.0,substantif,1529.0,491.0
clairière@NOUN,1588,NOUN,clairière,3.024448232034693e-06,7.0,substantif,1573.0,447.0
manse@NOUN,238,NOUN,manse,4.5328632192963285e-07,1.0,substantif,1732.0,288.0
poétique@NOUN,1730,NOUN,poétique,3.2948963736901886e-06,7.0,substantif,1599.0,421.0
underground@NOUN,562,NOUN,underground,1.0703651803548474e-06,4.0,substantif,1550.0,470.0
combatif@ADJ,626,ADJ,combatif,1.1922573005376058e-06,2.0,adjectif,1893.0,127.0
publiciste@NOUN,170,NOUN,publiciste,3.2377594423545203e-07,2.0,substantif,1748.0,272.0
sterling@ADJ,2185,ADJ,sterling,4.161473165614487e-06,1.0,adjectif,1576.0,444.0
magnétophone@NOUN,586,NOUN,magnétophone,1.1160747254233817e-06,1.0,substantif,1883.0,137.0
coda@NOUN,196,NOUN,coda,3.7329461805969766e-07,4.0,substantif,1838.0,182.0
alto@NOUN,607,NOUN,alto,1.1560705773583493e-06,3.0,substantif,1636.0,384.0
boom@NOUN,1283,NOUN,boom,2.4435560967887352e-06,1.0,substantif,1879.0,141.0
timing@NOUN,290,NOUN,timing,5.523236695781241e-07,4.0,substantif,1909.0,111.0
plaisanter@VERB,579,VERB,plaisanter,1.1027427747783926e-06,20.0,verbe,1531.0,489.0
ambiant@ADJ,2121,ADJ,ambiant,4.0395810454317285e-06,2.0,adjectif,1515.0,505.0
vinyle@NOUN,920,NOUN,vinyle,1.7521992276271523e-06,3.0,substantif,1863.0,157.0
fade@VERB,144,VERB,fade,2.7425727041120646e-07,4.0,verbe,1821.0,199.0
expliciter@VERB,963,VERB,expliciter,1.8340954958749431e-06,1.0,verbe,1840.0,180.0
inconsciemment@ADV,540,ADV,inconsciemment,1.0284647640420241e-06,1.0,adverbe,1862.0,158.0
instrumentation@NOUN,1672,NOUN,instrumentation,3.184431639774564e-06,1.0,substantif,1823.0,197.0
chronométrer@VERB,820,VERB,chronométrer,1.5617427898415921e-06,1.0,verbe,1896.0,124.0
acétate@NOUN,646,NOUN,acétate,1.2303485880947177e-06,3.0,substantif,1787.0,233.0
cinquantenaire@NOUN,798,NOUN,cinquantenaire,1.519842373528769e-06,1.0,substantif,1796.0,224.0
musicologue@NOUN,1587,NOUN,musicologue,3.0225436676568376e-06,1.0,substantif,1852.0,168.0
orchestration@NOUN,1738,NOUN,orchestration,3.3101328887130333e-06,1.0,substantif,1836.0,184.0
mantra@NOUN,549,NOUN,mantra,1.0456058434427245e-06,2.0,substantif,1836.0,184.0
out@ADV,996,ADV,out,1.8969461203441779e-06,2.0,adverbe,1650.0,370.0
transcendantal@ADJ,712,ADJ,transcendantal,1.3560498370331875e-06,1.0,adjectif,1503.0,517.0
bisexuel@ADJ,737,ADJ,bisexuel,1.4036639464795774e-06,4.0,adjectif,1826.0,194.0
hélicoïdal@ADJ,355,ADJ,hélicoïdal,6.761203541387381e-07,2.0,adjectif,1862.0,158.0
sonoriser@VERB,194,VERB,sonoriser,3.6948548930398647e-07,2.0,verbe,1872.0,148.0
orthophoniste@NOUN,313,NOUN,orthophoniste,5.961286502688029e-07,1.0,substantif,1957.0,63.0
abécédaire@NOUN,273,NOUN,abécédaire,5.199460751545789e-07,2.0,substantif,1529.0,491.0
chuchoter@VERB,103,VERB,chuchoter,1.9617013091912682e-07,2.0,verbe,1611.0,409.0
damier@NOUN,1532,NOUN,damier,2.9177926268747796e-06,7.0,substantif,1529.0,491.0
motocycliste@NOUN,323,NOUN,motocycliste,6.151742940473589e-07,1.0,substantif,1896.0,124.0
signale@VERB,1756,VERB,signale,3.344415047514434e-06,2.0,verbe,1572.0,448.0
harmoniser@VERB,1256,VERB,harmoniser,2.3921328585866337e-06,2.0,verbe,1797.0,223.0
algébrique@ADJ,3387,ADJ,algébrique,6.450759547796918e-06,1.0,adjectif,1740.0,280.0
procédural@ADJ,524,ADJ,procédural,9.979917339963346e-07,1.0,adjectif,1877.0,143.0
automatisme@NOUN,698,NOUN,automatisme,1.329385935743209e-06,3.0,substantif,1757.0,263.0
constructivisme@NOUN,386,NOUN,constructivisme,7.351618498522617e-07,4.0,substantif,1925.0,95.0
accompagnateur@NOUN,1333,NOUN,accompagnateur,2.538784315681515e-06,2.0,substantif,1650.0,370.0
statique@ADJ,2902,ADJ,statique,5.527045824536952e-06,2.0,adjectif,1634.0,386.0
équilibrer@VERB,2198,VERB,équilibrer,4.186232502526609e-06,1.0,verbe,1529.0,491.0
rugosité@NOUN,281,NOUN,rugosité,5.351825901774237e-07,2.0,substantif,1515.0,505.0
bizarrement@ADV,278,ADV,bizarrement,5.294688970438568e-07,1.0,adverbe,1587.0,433.0
chic@NOUN,403,NOUN,chic,7.67539444275807e-07,4.0,substantif,1793.0,227.0
caricatural@ADJ,799,ADJ,caricatural,1.5217469379066246e-06,1.0,adjectif,1842.0,178.0
fulgurance@NOUN,122,NOUN,fulgurance,2.3235685409838324e-07,2.0,substantif,1866.0,154.0
essayage@NOUN,127,NOUN,essayage,2.4187967598766125e-07,1.0,substantif,1828.0,192.0
styliste@NOUN,1133,NOUN,styliste,2.157871440110395e-06,1.0,substantif,1836.0,184.0
grizzli@NOUN,135,NOUN,grizzli,2.5711619101050603e-07,1.0,substantif,1860.0,160.0
olivet@NOUN,245,NOUN,olivet,4.666182725746221e-07,1.0,substantif,1873.0,147.0
biennal@ADJ,978,ADJ,biennal,1.862663961542777e-06,2.0,adjectif,1550.0,470.0
caïman@NOUN,340,NOUN,caïman,6.475518884709041e-07,1.0,substantif,1530.0,490.0
mexicain@NOUN,1390,NOUN,mexicain,2.6473444852192845e-06,1.0,substantif,1588.0,432.0
moi@NOUN,1183,NOUN,moi,2.2530996590031753e-06,5.0,substantif,1874.0,146.0
épidermique@ADJ,232,ADJ,épidermique,4.4185893566249926e-07,1.0,adjectif,1823.0,197.0
coordinateur@NOUN,2030,NOUN,coordinateur,3.866265687046868e-06,2.0,substantif,1863.0,157.0
épistémologie@NOUN,1046,NOUN,épistémologie,1.992174339236958e-06,1.0,substantif,1906.0,114.0
méthodologie@NOUN,2074,NOUN,méthodologie,3.950066519672515e-06,2.0,substantif,1829.0,191.0
dépanneur@NOUN,201,NOUN,dépanneur,3.8281743994897565e-07,2.0,substantif,1916.0,104.0
électrocuter@VERB,189,VERB,électrocuter,3.5996266741470843e-07,3.0,verbe,1889.0,131.0
psychiatre@NOUN,2988,NOUN,psychiatre,5.690838361032533e-06,1.0,substantif,1802.0,218.0
apeurer@VERB,270,VERB,apeurer,5.142323820210121e-07,1.0,verbe,1868.0,152.0
automatisation@NOUN,1059,NOUN,automatisation,2.0169336761490806e-06,1.0,substantif,1875.0,145.0
déséquilibrer@VERB,792,VERB,déséquilibrer,1.5084149872616354e-06,1.0,verbe,1860.0,160.0
continuum@NOUN,693,NOUN,continuum,1.319863113853931e-06,1.0,substantif,1905.0,115.0
intracellulaire@ADJ,584,ADJ,intracellulaire,1.1122655966676706e-06,1.0,adjectif,1843.0,177.0
cytoplasme@NOUN,775,NOUN,cytoplasme,1.4760373928380902e-06,1.0,substantif,1878.0,142.0
soluté@NOUN,293,NOUN,soluté,5.580373627116908e-07,1.0,substantif,1832.0,188.0
endoderme@NOUN,116,NOUN,endoderme,2.2092946783124963e-07,2.0,substantif,1865.0,155.0
obstruer@VERB,872,VERB,obstruer,1.6607801374900834e-06,2.0,verbe,1540.0,480.0
diaspora@NOUN,1566,NOUN,diaspora,2.98254781572187e-06,3.0,substantif,1929.0,91.0
liturgie@NOUN,4272,NOUN,liturgie,8.136299022199125e-06,2.0,substantif,1580.0,440.0
thématique@ADJ,4155,ADJ,thématique,7.91346498999002e-06,4.0,adjectif,1572.0,448.0
codifier@VERB,1926,VERB,codifier,3.6681909917498862e-06,1.0,verbe,1831.0,189.0
étiquetage@NOUN,656,NOUN,étiquetage,1.2493942318732738e-06,1.0,substantif,1850.0,170.0
pesticide@NOUN,3020,NOUN,pesticide,5.751784421123913e-06,1.0,substantif,1550.0,470.0
néerlandais@NOUN,5930,NOUN,néerlandais,1.129406676068371e-05,2.0,substantif,1826.0,194.0
batave@ADJ,979,ADJ,batave,1.8645685259206327e-06,1.0,adjectif,1740.0,280.0
axer@VERB,2900,VERB,axer,5.523236695781241e-06,1.0,verbe,1562.0,458.0
clochard@NOUN,621,NOUN,clochard,1.1827344786483277e-06,1.0,substantif,1895.0,125.0
super@NOUN,1740,NOUN,super,3.3139420174687446e-06,6.0,substantif,1931.0,89.0
confluent@NOUN,5077,NOUN,confluent,9.669473346372883e-06,4.0,substantif,1511.0,509.0
saisonnier@ADJ,3600,ADJ,saisonnier,6.856431760280161e-06,1.0,adjectif,1775.0,245.0
instantané@ADJ,2440,ADJ,instantané,4.647137081967665e-06,4.0,adjectif,1604.0,416.0
journalier@ADJ,1869,ADJ,journalier,3.559630822212117e-06,3.0,adjectif,1535.0,485.0
décennal@ADJ,602,ADJ,décennal,1.1465477554690715e-06,1.0,adjectif,1550.0,470.0
malhonnêteté@NOUN,116,NOUN,malhonnêteté,2.2092946783124963e-07,3.0,substantif,1676.0,344.0
préjugé@NOUN,2318,NOUN,préjugé,4.414780227869281e-06,4.0,substantif,1579.0,441.0
réincarnation@NOUN,1546,NOUN,réincarnation,2.944456528164758e-06,1.0,substantif,1858.0,162.0
remboursable@ADJ,308,ADJ,remboursable,5.866058283795249e-07,1.0,adjectif,1577.0,443.0
cautionnement@NOUN,300,NOUN,cautionnement,5.713693133566801e-07,3.0,substantif,1535.0,485.0
approximatif@NOUN,102,NOUN,approximatif,1.9426556654127122e-07,1.0,substantif,1795.0,225.0
momification@NOUN,243,NOUN,momification,4.628091438189109e-07,1.0,substantif,1789.0,231.0
chiffon@NOUN,595,NOUN,chiffon,1.1332158048240821e-06,3.0,substantif,1609.0,411.0
désuétude@NOUN,1358,NOUN,désuétude,2.586398425127905e-06,2.0,substantif,1596.0,424.0
antiseptique@ADJ,351,ADJ,antiseptique,6.685020966273157e-07,4.0,adjectif,1751.0,269.0
germinal@ADJ,1917,ADJ,germinal,3.6510499123491856e-06,2.0,adjectif,1831.0,189.0
argot@NOUN,1264,NOUN,argot,2.407369373609479e-06,4.0,substantif,1628.0,392.0
chrome@NOUN,1168,NOUN,chrome,2.224531193335341e-06,6.0,substantif,1562.0,458.0
personnalisation@NOUN,726,NOUN,personnalisation,1.3827137383231657e-06,3.0,substantif,1845.0,175.0
orthographique@ADJ,796,ADJ,orthographique,1.5160332447730578e-06,2.0,adjectif,1691.0,329.0
niçoise@NOUN,196,NOUN,niçoise,3.7329461805969766e-07,1.0,substantif,1874.0,146.0
niçois@ADJ,1061,ADJ,niçois,2.020742804904792e-06,2.0,adjectif,1874.0,146.0
émulsion@NOUN,688,NOUN,émulsion,1.310340291964653e-06,5.0,substantif,1560.0,460.0
boycott@NOUN,661,NOUN,boycott,1.2589170537625518e-06,2.0,substantif,1880.0,140.0
crétin@NOUN,170,NOUN,crétin,3.2377594423545203e-07,3.0,substantif,1750.0,270.0
émotif@ADJ,399,ADJ,émotif,7.599211867643845e-07,1.0,adjectif,1735.0,285.0
galanterie@NOUN,242,NOUN,galanterie,4.609045794410553e-07,4.0,substantif,1537.0,483.0
génial@ADJ,1015,ADJ,génial,1.933132843523434e-06,1.0,adjectif,1509.0,511.0
découpe@NOUN,1671,NOUN,découpe,3.182527075396708e-06,5.0,substantif,1868.0,152.0
anarchisme@NOUN,1371,NOUN,anarchisme,2.6111577620400278e-06,2.0,substantif,1840.0,180.0
bureaucratie@NOUN,1366,NOUN,bureaucratie,2.60163494015075e-06,3.0,substantif,1759.0,261.0
réinvente@VERB,204,VERB,réinvente,3.8853113308254244e-07,1.0,verbe,1842.0,178.0
décimateur@NOUN,202,NOUN,décimateur,3.8472200432683125e-07,1.0,substantif,1542.0,478.0
barragiste@NOUN,224,NOUN,barragiste,4.2662242063965443e-07,1.0,substantif,1845.0,175.0
synthétique@ADJ,4294,ADJ,synthétique,8.178199438511948e-06,3.0,adjectif,1602.0,418.0
généticien@NOUN,494,NOUN,généticien,9.408548026606665e-07,1.0,substantif,1931.0,89.0
pool@NOUN,808,NOUN,pool,1.538888017307325e-06,1.0,substantif,1851.0,169.0
hindouiste@ADJ,528,ADJ,hindouiste,1.005609991507757e-06,2.0,adjectif,1951.0,69.0
minéralogiste@NOUN,398,NOUN,minéralogiste,7.580166223865289e-07,1.0,substantif,1753.0,267.0
alémanique@ADJ,938,ADJ,alémanique,1.7864813864285531e-06,2.0,adjectif,1838.0,182.0
généralisation@NOUN,3057,NOUN,généralisation,5.82225330310457e-06,1.0,substantif,1773.0,247.0
trémolo@NOUN,144,NOUN,trémolo,2.7425727041120646e-07,1.0,substantif,1640.0,380.0
latence@NOUN,633,NOUN,latence,1.205589251182595e-06,7.0,substantif,1885.0,135.0
transiter@VERB,2209,VERB,transiter,4.2071827106830206e-06,2.0,verbe,1832.0,188.0
remarque@VERB,1551,VERB,remarque,2.953979350054036e-06,6.0,verbe,1549.0,471.0
alluvion@NOUN,1916,NOUN,alluvion,3.64914534797133e-06,1.0,substantif,1527.0,493.0
armoricain@ADJ,1043,ADJ,armoricain,1.986460646103391e-06,1.0,adjectif,1838.0,182.0
hercynien@ADJ,560,ADJ,hercynien,1.066556051599136e-06,2.0,adjectif,1721.0,299.0
protohistoire@NOUN,365,NOUN,protohistoire,6.95165997917294e-07,1.0,substantif,1910.0,110.0
granitique@ADJ,1750,ADJ,granitique,3.3329876612473003e-06,1.0,adjectif,1783.0,237.0
silicate@NOUN,618,NOUN,silicate,1.177020785514761e-06,2.0,substantif,1818.0,202.0
zircon@NOUN,115,NOUN,zircon,2.1902490345339404e-07,1.0,substantif,1783.0,237.0
tourmaline@NOUN,107,NOUN,tourmaline,2.0378838843054923e-07,1.0,substantif,1758.0,262.0
sulfure@NOUN,1238,NOUN,sulfure,2.3578506997852333e-06,6.0,substantif,1787.0,233.0
galène@NOUN,221,NOUN,galène,4.2090872750608764e-07,1.0,substantif,1553.0,467.0
cabotage@NOUN,477,NOUN,cabotage,9.084772082371213e-07,3.0,substantif,1678.0,342.0
embouteillage@NOUN,1052,NOUN,embouteillage,2.0036017255040913e-06,3.0,substantif,1845.0,175.0
cyclable@ADJ,2298,ADJ,cyclable,4.37668894031217e-06,1.0,adjectif,1898.0,122.0
complexifier@VERB,538,VERB,complexifier,1.024655635286313e-06,2.0,verbe,1951.0,69.0
affleurement@NOUN,1271,NOUN,affleurement,2.420701324254468e-06,3.0,substantif,1593.0,427.0
chaînage@NOUN,536,NOUN,chaînage,1.0208465065306017e-06,2.0,substantif,1605.0,415.0
statuette@NOUN,3053,NOUN,statuette,5.814635045593148e-06,1.0,substantif,1627.0,393.0
villégiature@NOUN,1534,NOUN,villégiature,2.921601755630491e-06,6.0,substantif,1728.0,292.0
hydrothérapie@NOUN,140,NOUN,hydrothérapie,2.66639012899784e-07,1.0,substantif,1840.0,180.0
laure@NOUN,1039,NOUN,laure,1.9788423885919685e-06,6.0,substantif,1652.0,368.0
littoral@ADJ,2558,ADJ,littoral,4.871875678554625e-06,2.0,adjectif,1752.0,268.0
rampe@NOUN,3947,NOUN,rampe,7.517315599396054e-06,3.0,substantif,1584.0,436.0
enrochement@NOUN,170,NOUN,enrochement,3.2377594423545203e-07,1.0,substantif,1729.0,291.0
escarpement@NOUN,1175,NOUN,escarpement,2.23786314398033e-06,1.0,substantif,1701.0,319.0
pétrolier@NOUN,1941,NOUN,pétrolier,3.69675945741772e-06,3.0,substantif,1898.0,122.0
cupule@NOUN,468,NOUN,cupule,8.913361288364209e-07,2.0,substantif,1611.0,409.0
vasque@NOUN,589,NOUN,vasque,1.1217884185569486e-06,1.0,substantif,1548.0,472.0
mégalithe@NOUN,736,NOUN,mégalithe,1.4017593821017218e-06,1.0,substantif,1867.0,153.0
menhir@NOUN,2815,NOUN,menhir,5.361348723663514e-06,1.0,substantif,1807.0,213.0
cadastrer@VERB,130,VERB,cadastrer,2.4759336912122804e-07,2.0,verbe,1781.0,239.0
revient@NOUN,787,NOUN,revient,1.4988921653723574e-06,2.0,substantif,1833.0,187.0
frigorifique@ADJ,395,ADJ,frigorifique,7.523029292529621e-07,3.0,adjectif,1701.0,319.0
remodelage@NOUN,362,NOUN,remodelage,6.894523047837273e-07,1.0,substantif,1957.0,63.0
saline@ADJ,199,ADJ,saline,3.7900831119326445e-07,8.0,adjectif,1590.0,430.0
éclectique@ADJ,1943,ADJ,éclectique,3.7005685861734312e-06,2.0,adjectif,1651.0,369.0
kinésithérapeute@NOUN,836,NOUN,kinésithérapeute,1.592215819887282e-06,1.0,substantif,1946.0,74.0
chômeur@NOUN,2821,NOUN,chômeur,5.372776109930649e-06,2.0,substantif,1876.0,144.0
réouverture@NOUN,2655,NOUN,réouverture,5.056618423206619e-06,1.0,substantif,1600.0,420.0
blockhaus@NOUN,709,NOUN,blockhaus,1.3503361438996205e-06,2.0,substantif,1579.0,441.0
réglementaire@ADJ,3963,ADJ,réglementaire,7.547788629441744e-06,1.0,adjectif,1768.0,252.0
persiller@VERB,102,VERB,persiller,1.9426556654127122e-07,1.0,verbe,1694.0,326.0
piscicole@ADJ,254,ADJ,piscicole,4.837593519753225e-07,1.0,adjectif,1828.0,192.0
campagnol@NOUN,540,NOUN,campagnol,1.0284647640420241e-06,1.0,substantif,1751.0,269.0
amphibie@ADJ,1191,ADJ,amphibie,2.26833617402602e-06,5.0,adjectif,1553.0,467.0
nidification@NOUN,1623,NOUN,nidification,3.0911079852596393e-06,3.0,substantif,1778.0,242.0
traquet@NOUN,120,NOUN,traquet,2.2854772534267202e-07,3.0,substantif,1538.0,482.0
batracien@NOUN,369,NOUN,batracien,7.027842554287165e-07,3.0,substantif,1806.0,214.0
résineux@ADJ,966,ADJ,résineux,1.8398091890085099e-06,2.0,adjectif,1538.0,482.0
lis@NOUN,528,NOUN,lis,1.005609991507757e-06,6.0,substantif,1603.0,417.0
notarial@ADJ,446,ADJ,notarial,8.494357125235977e-07,1.0,adjectif,1571.0,449.0
ameublement@NOUN,947,NOUN,ameublement,1.8036224658292534e-06,1.0,substantif,1585.0,435.0
coffre@VERB,266,VERB,coffre,5.066141245095897e-07,6.0,verbe,1544.0,476.0
culotte@NOUN,1162,NOUN,culotte,2.2131038070682073e-06,7.0,substantif,1550.0,470.0
rebord@NOUN,1450,NOUN,rebord,2.7616183478906205e-06,2.0,substantif,1563.0,457.0
tulle@NOUN,302,NOUN,tulle,5.751784421123913e-07,1.0,substantif,1698.0,322.0
moire@NOUN,156,NOUN,moire,2.971120429454736e-07,7.0,substantif,1570.0,450.0
égérie@NOUN,1281,NOUN,égérie,2.439746968033024e-06,2.0,substantif,1846.0,174.0
noyade@NOUN,1348,NOUN,noyade,2.5673527813493493e-06,2.0,substantif,1794.0,226.0
estompe@NOUN,414,NOUN,estompe,7.884896524322185e-07,2.0,substantif,1666.0,354.0
toto@NOUN,864,NOUN,toto,1.6455436224672386e-06,2.0,substantif,1837.0,183.0
bordée@NOUN,1128,NOUN,bordée,2.148348618221117e-06,13.0,substantif,1546.0,474.0
réfrigérateur@NOUN,867,NOUN,réfrigérateur,1.6512573156008054e-06,1.0,substantif,1611.0,409.0
indiscutablement@ADV,229,ADV,indiscutablement,4.3614524252893247e-07,1.0,adverbe,1876.0,144.0
névrotique@ADJ,208,ADJ,névrotique,3.961493905939649e-07,1.0,adjectif,1764.0,256.0
psychanalytique@ADJ,2448,ADJ,psychanalytique,4.662373596990509e-06,1.0,adjectif,1905.0,115.0
symbolisme@NOUN,2105,NOUN,symbolisme,4.009108015386039e-06,2.0,substantif,1635.0,385.0
symboliquement@ADV,2082,ADV,symboliquement,3.96530303469536e-06,1.0,adverbe,1561.0,459.0
autiste@ADJ,1394,ADJ,autiste,2.6549627427307067e-06,2.0,adjectif,1923.0,97.0
tchèque@NOUN,2365,NOUN,tchèque,4.504294753628494e-06,1.0,substantif,1841.0,179.0
patente@NOUN,801,NOUN,patente,1.5255560666623359e-06,17.0,substantif,1559.0,461.0
élasticité@NOUN,971,NOUN,élasticité,1.8493320108977879e-06,3.0,substantif,1732.0,288.0
dépréciation@NOUN,426,NOUN,dépréciation,8.113444249664857e-07,1.0,substantif,1771.0,249.0
dominicain@NOUN,2856,NOUN,dominicain,5.439435863155594e-06,1.0,substantif,1870.0,150.0
inexorablement@ADV,514,ADV,inexorablement,9.789460902177785e-07,1.0,adverbe,1661.0,359.0
reconstitue@VERB,962,VERB,reconstitue,1.8321909314970875e-06,1.0,verbe,1534.0,486.0
bivouac@NOUN,542,NOUN,bivouac,1.0322738927977354e-06,2.0,substantif,1650.0,370.0
prussien@NOUN,3218,NOUN,prussien,6.128888167939321e-06,2.0,substantif,1540.0,480.0
empoche@VERB,260,VERB,empoche,4.951867382424561e-07,1.0,verbe,1570.0,450.0
jenny@NOUN,2329,NOUN,jenny,4.435730436025693e-06,1.0,substantif,1764.0,256.0
zoologie@NOUN,2117,NOUN,zoologie,4.031962787920306e-06,1.0,substantif,1661.0,359.0
métatarse@NOUN,206,NOUN,métatarse,3.9234026183825363e-07,1.0,substantif,1586.0,434.0
indisponibilité@NOUN,595,NOUN,indisponibilité,1.1332158048240821e-06,1.0,substantif,1789.0,231.0
encaisse@VERB,471,VERB,encaisse,8.970498219699878e-07,2.0,verbe,1510.0,510.0
écope@VERB,309,VERB,écope,5.885103927573805e-07,3.0,verbe,1837.0,183.0
ligament@NOUN,2097,NOUN,ligament,3.993871500363194e-06,1.0,substantif,1520.0,500.0
inamovible@ADJ,404,ADJ,inamovible,7.694440086536625e-07,2.0,adjectif,1750.0,270.0
adam@NOUN,974,NOUN,adam,1.8550457040313546e-06,1.0,substantif,1544.0,476.0
votant@NOUN,3709,NOUN,votant,7.064029277466421e-06,4.0,substantif,1762.0,258.0
déchaînement@NOUN,233,NOUN,déchaînement,4.4376350004035486e-07,1.0,substantif,1671.0,349.0
brillance@NOUN,510,NOUN,brillance,9.71327832706356e-07,1.0,substantif,1928.0,92.0
polymorphe@ADJ,296,ADJ,polymorphe,5.637510558452577e-07,1.0,adjectif,1805.0,215.0
camarguais@ADJ,372,ADJ,camarguais,7.084979485622833e-07,1.0,adjectif,1877.0,143.0
bibliophilie@NOUN,211,NOUN,bibliophilie,4.0186308372753167e-07,1.0,substantif,1845.0,175.0
sérigraphie@NOUN,485,NOUN,sérigraphie,9.237137232599661e-07,1.0,substantif,1953.0,67.0
tauromachique@ADJ,141,ADJ,tauromachique,2.685435772776396e-07,1.0,adjectif,1830.0,190.0
houiller@ADJ,657,ADJ,houiller,1.2512987962511295e-06,1.0,adjectif,1793.0,227.0
devenir@NOUN,860,NOUN,devenir,1.6379253649558162e-06,4.0,substantif,1839.0,181.0
houillère@NOUN,1210,NOUN,houillère,2.3045228972052764e-06,2.0,substantif,1590.0,430.0
granulométrie@NOUN,297,NOUN,granulométrie,5.656556202231132e-07,2.0,substantif,1953.0,67.0
électrostatique@ADJ,727,ADJ,électrostatique,1.3846183027010214e-06,2.0,adjectif,1834.0,186.0
horaire@ADJ,778,ADJ,horaire,1.481751085971657e-06,5.0,adjectif,1532.0,488.0
programmateur@NOUN,421,NOUN,programmateur,8.018216030772077e-07,3.0,substantif,1936.0,84.0
arthropode@NOUN,949,NOUN,arthropode,1.8074315945849647e-06,2.0,substantif,1823.0,197.0
horizontale@NOUN,449,NOUN,horizontale,8.551494056571645e-07,1.0,substantif,1545.0,475.0
plausible@ADJ,1717,ADJ,plausible,3.2701370367780658e-06,1.0,adjectif,1552.0,468.0
hyperthermie@NOUN,132,NOUN,hyperthermie,2.5140249787693924e-07,1.0,substantif,1877.0,143.0
évasif@ADJ,271,ADJ,évasif,5.161369463988677e-07,1.0,adjectif,1547.0,473.0
poignarder@VERB,1427,VERB,poignarder,2.7178133671999416e-06,2.0,verbe,1556.0,464.0
archiconfrérie@NOUN,180,NOUN,archiconfrérie,3.4282158801400806e-07,1.0,substantif,1752.0,268.0
araméen@ADJ,713,ADJ,araméen,1.3579544014110429e-06,3.0,adjectif,1771.0,249.0
massorétique@ADJ,224,ADJ,massorétique,4.2662242063965443e-07,1.0,adjectif,1678.0,342.0
romaniser@VERB,828,VERB,romaniser,1.576979304864437e-06,5.0,verbe,1566.0,454.0
réimprimer@VERB,1009,VERB,réimprimer,1.9217054572563007e-06,1.0,verbe,1511.0,509.0
pâtir@VERB,343,VERB,pâtir,6.532655816044709e-07,1.0,verbe,1546.0,474.0
ponte@NOUN,3235,NOUN,ponte,6.161265762362867e-06,7.0,substantif,1570.0,450.0
naturiste@ADJ,426,ADJ,naturiste,8.113444249664857e-07,3.0,adjectif,1821.0,199.0
cambrioler@VERB,317,VERB,cambrioler,6.037469077802253e-07,1.0,verbe,1847.0,173.0
caissier@NOUN,499,NOUN,caissier,9.503776245499446e-07,2.0,substantif,1585.0,435.0
sclérose@NOUN,867,NOUN,sclérose,1.6512573156008054e-06,6.0,substantif,1812.0,208.0
brutalité@NOUN,1774,NOUN,brutalité,3.378697206315835e-06,3.0,substantif,1540.0,480.0
rétroactif@ADJ,554,ADJ,rétroactif,1.0551286653320026e-06,2.0,adjectif,1510.0,510.0
crack@NOUN,124,NOUN,crack,2.3616598285409444e-07,4.0,substantif,1854.0,166.0
désintoxication@NOUN,760,NOUN,désintoxication,1.4474689271702561e-06,2.0,substantif,1862.0,158.0
thérapie@NOUN,2551,NOUN,thérapie,4.858543727909636e-06,2.0,substantif,1669.0,351.0
calculateur@NOUN,1203,NOUN,calculateur,2.291190946560287e-06,3.0,substantif,1546.0,474.0
iconique@ADJ,463,ADJ,iconique,8.818133069471429e-07,2.0,adjectif,1562.0,458.0
